"merchant_name","category","product","price","discount_price","description","area","latitude","longitude"
"Lawson","Jepang/Jajanan/Aneka nasi/Minuman","Paket Oden2 50k","62000","50000","Item Oden : Lobster Ball, Chikuwa Jumbo, Siomay Rolled, Spicy Meat Ball. Item RTD: Es Kopi Susu Arabica Gayo. Item Fried : 1pcs Siomay Udang","Percetakan Negara, Jakarta Pusat, Jakarta","-6.1888144","106.8595333"
"Lawson","Jepang/Jajanan/Aneka nasi/Minuman","Paket Korean 1","63000","50000","Item Oden : Odeng, Spicy Eomuk. Item RTD: Ice Honey Yuzu. Item Fried : 1 Tusuk Karaage Gochujang","Percetakan Negara, Jakarta Pusat, Jakarta","-6.1888144","106.8595333"
"Lawson","Jepang/Jajanan/Aneka nasi/Minuman","Paket Korean 2","63000","50000","Item Oden : Tteokbokki. Item RTD: Ice Honey Yuzu. Item Fried : 1 Tusuk Tteokkochi","Percetakan Negara, Jakarta Pusat, Jakarta","-6.1888144","106.8595333"
"Lawson","Jepang/Jajanan/Aneka nasi/Minuman","Paket Korean 3","68000","55000","Item Oden : Cheesebokki.  RTD : Ice Honey Yuzu. 	Item Fried : 1 Tusuk Gimmari","Percetakan Negara, Jakarta Pusat, Jakarta","-6.1888144","106.8595333"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","2 Cup Ice Caramel Vanilla Latte Fresh Milk","36000","29000","Pembelian 2 Cup Ice Caramel Vanilla Variant Fresh Milk Special Price 29.000","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Ice Caramel Vanilla Latte+Es Kopi Susu Pandan","36000","29000","Pembelian Ice Caramel Vanilla Latte+Es Kopi Susu Pandan Special Price Rp 29.000","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","2 Cup Es Kopi Susu Pandan Fresh Milk","36000","29000","Pembelian 2 Cup Es Kopi Susu Pandan Fresh Milk Special Price Rp 29.000","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Paket Oden1 100k","109000","100000","Bowl 1 : Fish Stick, Siomay Rolled, Salmon Fish Cake, Spicy Meat Ball, Udon. Bowl 2 : Lobster Ball, Cheese Dumpling, Smoked Chicken Ball, Odeng. Bowl 3 : Tteok-Bokki","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Paket Oden2 100k","109000","100000","Bowl 1 : Fish Stick, Siomay Rokked, Chikuwa Jumbo, Spicy Meat Ball, Udon. Bowl 2 : Lobster Ball, Tahu Baso Ikan, Smoked Chicken Ball, Odeng. Bowl 3 : Cheese-Bokki","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Original Ena Chike+Ichi Ocha Teh Melati/Frestea Jasmin Pet 350ml","28500","25000","Original Ena Chike+Nasi Japonica+Ichi Ocha The Melati/Frestea Jasmin Pet 350ml Hanya Rp 25.000,-","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Cheese Ena Chike+Ichi Ocha Teh Melati/Frestea Jasmin Pet 350ml","28500","25000","Original Ena Chike+Nasi Japonica+Ichi Ocha The Melati/Frestea Jasmin Pet 350ml Hanya Rp 25.000,-","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Red Hot Ena Chike+Ichi Ocha Teh Melati/Frestea Jasmin Pet 350ml","28500","25000","Red Hot Ena Chike+Nasi Japonica+Ichi Ocha The Melati/Frestea Jasmin Pet 350ml Hanya Rp 25.000,-","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Frozen Oden1 100k","109000","100000","Pack 1 : Fish Stick, Siomay Rolled, Salmon Fish Cake, Spicy Meat Ball, Udon. Pack 2 : Lobster Ball, Cheese Dumpling, Smoked Chicken Ball, Odeng. Pack 3 : Tteok-Bokki","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Frozen Oden2 100k","109000","100000","Pack 1 : Fish Stick, Siomay Rokked, Chikuwa Jumbo, Spicy Meat Ball, Udon. Pack 2 : Lobster Ball, Tahu Baso Ikan, Smoked Chicken Ball, Odeng. Pack 3 : Cheese-Bokki","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Croquette Beef Sandwich + Ice Java Mocha Latte","40000","37000","Pembelian Croquette Beef Sandwich+Ice Java Mocha Latte Diskon 3.000","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Double Smoked Beef Egg Sandwich+Ice Java Mocha Latte","42000","39000","Pembelian Double Smoked Beef Eeg Sandwich+Ice Java Mocha Latte Gayo Diskon 3.000","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Tuna Egg Sandwich+Ice Java Mocha Latte","40000","37000","Pembelian Tuna Egg Sandwich+Ice Java Mocha Latte Gayo Diskon 3.000","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Smoked Beef Cheese Sandwich+Ice Java Mocha Latte","42000","39000","Pembelian Smoked Beef Cheese Sandwich+Ice Java Mocha Latte Diskon 3.000","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","French Toast Smocked Beef Cheese Sandwich+Ice Java Mocha Latte","43000","40000","Pembelian French Toast Smocked Beef Cheese Sandwich+Ice Java Mocha Latte Diskon 3.000","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","French Toast Hamburg Cheese Sandwich+Ice Java Mocha Latte","44000","41000","Pembelian French Toast Hamburg Cheese Sandwich+Ice Java Mocha Latte Diskon 3.000","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Croquette Beef Sandwich+Ice Coffee Latte","40000","37000","Pembelian Croquette Beef Sandwich+Ice Coffee Latte Diskon 3.000","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","French Toast Hamburg Cheese Sandwich+Ice Coffee Latte","44000","41000","Pembelian French Toast Hamburg Cheese Sandwich+Ice Coffee Latte Gayo Diskon 3.000","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","French Toast Smocked Beef Cheese Sandwich+Ice Coffee Latte","43000","40000","Pembelian French Toast Smocked Beef Cheese Sandwich+Ice Coffee Latte Diskon 3.000","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Smoked Beef Cheese Sandwich+Ice Coffee Latte","42000","39000","Pembelian Smoked Beef Cheese Sandwich+Ice Coffee Latte Diskon 3.000","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Tuna Egg Sandwich+Ice Coffee Latte","40000","37000","Pembelian Tuna Egg Sandwich+Ice Coffee Latte Diskon 3.000","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Double Smoked Beef Egg Sandwich+Coffee Latte","42000","39000","Pembelian Double Smoked Beef Eeg Sandwich+Ice Coffee Latte Diskon 3.000","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Paket Oden1 50k","62000","50000","Item Oden : Fish Stick, Tahu Baso Ikan, Chikuwa Jumbo, Odeng. Item Rtd : Es Kopi Susu Arabica Gayo. Item Fried : Siomay Udang","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Paket Oden2 50k","62000","50000","Item Oden : Lobster Ball, Chikuwa Jumbo, Siomay Rolled, Spicy Meat Ball. Item RTD: Es Kopi Susu Arabica Gayo. Item Fried : 1pcs Siomay Udang","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Paket Korean 1","63000","50000","Item Oden : Odeng, Spicy Eomuk. Item RTD: Ice Honey Yuzu. Item Fried : 1 Tusuk Karaage Gochujang","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Paket Korean 2","63000","50000","Item Oden : Tteokbokki. Item RTD: Ice Honey Yuzu. Item Fried : 1 Tusuk Tteokkochi","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Jajanan/Aneka nasi/Minuman/Jepang","Paket Korean 3","68000","55000","Item Oden : Cheesebokki.  RTD : Ice Honey Yuzu. 	Item Fried : 1 Tusuk Gimmari","Sunter, Jakarta Utara, Jakarta","-6.1371242","106.8458694"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","2 Cup Ice Caramel Vanilla Latte Fresh Milk","36000","29000","Pembelian 2 Ice Caramel Vanilla Variant Fresh Milk Special Price 29.000","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","2 Cup Es Kopi Susu Pandan Fresh Milk","36000","29000","Pembelian 2 Cup Es Kopi Susu Pandan Fresh Milk Special Price Rp 29.000","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Ice Caramel Vanilla Latte+Es Kopi Susu Pandan","36000","29000","Pembelian Ice Caramel Vanilla Latte+Es Kopi Susu Pandan Special Price Rp 29.000","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Paket Oden1 100k","109000","100000","Bowl 1 : Fish Stick, Siomay Rolled, Salmon Fish Cake, Spicy Meat Ball, Udon. Bowl 2 : Lobster Ball, Cheese Dumpling, Smoked Chicken Ball, Odeng. Bowl 3 : Tteok-Bokki","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Paket Oden2 100k","109000","100000","Bowl 1 : Fish Stick, Siomay Rokked, Chikuwa Jumbo, Spicy Meat Ball, Udon. Bowl 2 : Lobster Ball, Tahu Baso Ikan, Smoked Chicken Ball, Odeng. Bowl 3 : Cheese-Bokki","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Original Ena Chike+Ichi Ocha Teh Melati/Frestea Jasmin Pet 350ml","28500","25000","Original Ena Chike+Nasi Japonica+Ichi Ocha The Melati/Frestea Jasmin Pet 350ml Hanya Rp 25.000,-","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Cheese Ena Chike+Ichi Ocha Teh Melati/Frestea Jasmin Pet 350ml","28500","25000","Original Ena Chike+Nasi Japonica+Ichi Ocha The Melati/Frestea Jasmin Pet 350ml Hanya Rp 25.000,-","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Red Hot Ena Chike+Ichi Ocha Teh Melati/Frestea Jasmin Pet 350ml","28500","25000","Red Hot Ena Chike+Nasi Japonica+Ichi Ocha The Melati/Frestea Jasmin Pet 350ml Hanya Rp 25.000,-","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Frozen Oden1 100k","109000","100000","Pack 1 : Fish Stick, Siomay Rolled, Salmon Fish Cake, Spicy Meat Ball, Udon. Pack 2 : Lobster Ball, Cheese Dumpling, Smoked Chicken Ball, Odeng. Pack 3 : Tteok-Bokki","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Frozen Oden2 100k","109000","100000","Pack 1 : Fish Stick, Siomay Rokked, Chikuwa Jumbo, Spicy Meat Ball, Udon. Pack 2 : Lobster Ball, Tahu Baso Ikan, Smoked Chicken Ball, Odeng. Pack 3 : Cheese-Bokki","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Double Smoked Beef Egg Sandwich+Ice Java Mocha Latte","42000","39000","Pembelian Double Smoked Beef Eeg Sandwich+Ice Java Mocha Latte Gayo Diskon 3.000","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Tuna Egg Sandwich+Ice Java Mocha Latte","40000","37000","Pembelian Tuna Egg Sandwich+Ice Java Mocha Latte Gayo Diskon 3.000","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","French Toast Smocked Beef Cheese Sandwich+Ice Java Mocha Latte","43000","40000","Pembelian French Toast Smocked Beef Cheese Sandwich+Ice Java Mocha Latte Diskon 3.000","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","French Toast Hamburg Cheese Sandwich+Ice Java Mocha Latte","44000","41000","Pembelian French Toast Hamburg Cheese Sandwich+Ice Java Mocha Latte Diskon 3.000","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","French Toast Hamburg Cheese Sandwich+Ice Coffee Latte","44000","41000","Pembelian French Toast Hamburg Cheese Sandwich+Ice Coffee Latte Gayo Diskon 3.000","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","French Toast Smocked Beef Cheese Sandwich+Ice Coffee Latte","43000","40000","Pembelian French Toast Smocked Beef Cheese Sandwich+Ice Coffee Latte Diskon 3.000","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Tuna Egg Sandwich+Ice Coffee Latte","40000","37000","Pembelian Tuna Egg Sandwich+Ice Coffee Latte Diskon 3.000","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Double Smoked Beef Egg Sandwich+Coffee Latte","42000","39000","Pembelian Double Smoked Beef Eeg Sandwich+Ice Coffee Latte Diskon 3.000","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Croquette Beef Sandwich + Ice Java Mocha Latte","40000","37000","Pembelian Croquette Beef Sandwich+Ice Java Mocha Latte Diskon 3.000","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Smoked Beef Cheese Sandwich+Ice Java Mocha Latte","42000","39000","Pembelian Smoked Beef Cheese Sandwich+Ice Java Mocha Latte Diskon 3.000","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Croquette Beef Sandwich+Ice Coffee Latte","40000","37000","Pembelian Croquette Beef Sandwich+Ice Coffee Latte Diskon 3.000","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Smoked Beef Cheese Sandwich+Ice Coffee Latte","42000","39000","Pembelian Smoked Beef Cheese Sandwich+Ice Coffee Latte Diskon 3.000","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Paket Oden1 50k","62000","50000","Item Oden : Fish Stick, Tahu Baso Ikan, Chikuwa Jumbo, Odeng. Item Rtd : Es Kopi Susu Arabica Gayo. Item Fried : Siomay Udang","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Paket Oden2 50k","62000","50000","Item Oden : Lobster Ball, Chikuwa Jumbo, Siomay Rolled, Spicy Meat Ball. Item RTD: Es Kopi Susu Arabica Gayo. Item Fried : 1pcs Siomay Udang","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Paket Korean 1","63000","50000","Item Oden : Odeng, Spicy Eomuk. Item RTD: Ice Honey Yuzu. Item Fried : 1 Tusuk Karaage Gochujang","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Paket Korean 2","63000","50000","Item Oden : Tteokbokki. Item RTD: Ice Honey Yuzu. Item Fried : 1 Tusuk Tteokkochi","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Minuman/Jepang/Jajanan/Aneka nasi","Paket Korean 3","68000","55000","Item Oden : Cheesebokki.  RTD : Ice Honey Yuzu. 	Item Fried : 1 Tusuk Gimmari","Syahdan, Jakarta Barat, Jakarta","-6.2008011","106.7818151"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","2 Cup Ice Caramel Vanilla Latte Fresh Milk","36000","29000","Pembelian 2 Cup Ice Caramel Vanilla Variant Fresh Milk Special Price 29.000","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","2 Cup Es Kopi Susu Pandan Fresh Milk","36000","29000","Pembelian 2 Cup Es Kopi Susu Pandan Fresh Milk Special Price Rp 29.000","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Ice Caramel Vanilla Latte+Es Kopi Susu Pandan","36000","29000","Pembelian Ice Caramel Vanilla Latte+Es Kopi Susu Pandan Special Price Rp 29.000","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Paket Oden1 100k","109000","100000","Bowl 1 : Fish Stick, Siomay Rolled, Salmon Fish Cake, Spicy Meat Ball, Udon. Bowl 2 : Lobster Ball, Cheese Dumpling, Smoked Chicken Ball, Odeng. Bowl 3 : Tteok-Bokki","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Paket Oden2 100k","109000","100000","Bowl 1 : Fish Stick, Siomay Rokked, Chikuwa Jumbo, Spicy Meat Ball, Udon. Bowl 2 : Lobster Ball, Tahu Baso Ikan, Smoked Chicken Ball, Odeng. Bowl 3 : Cheese-Bokki","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Original Ena Chike+Ichi Ocha Teh Melati/Frestea Jasmin Pet 350ml","28500","25000","Original Ena Chike+Nasi Japonica+Ichi Ocha The Melati/Frestea Jasmin Pet 350ml Hanya Rp 25.000,-","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Cheese Ena Chike+Ichi Ocha Teh Melati/Frestea Jasmin Pet 350ml","28500","25000","Original Ena Chike+Nasi Japonica+Ichi Ocha The Melati/Frestea Jasmin Pet 350ml Hanya Rp 25.000,-","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Red Hot Ena Chike+Ichi Ocha Teh Melati/Frestea Jasmin Pet 350ml","28500","25000","Red Hot Ena Chike+Nasi Japonica+Ichi Ocha The Melati/Frestea Jasmin Pet 350ml Hanya Rp 25.000,-","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Frozen Oden1 100k","109000","100000","Pack 1 : Fish Stick, Siomay Rolled, Salmon Fish Cake, Spicy Meat Ball, Udon. Pack 2 : Lobster Ball, Cheese Dumpling, Smoked Chicken Ball, Odeng. Pack 3 : Tteok-Bokki","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Frozen Oden2 100k","109000","100000","Pack 1 : Fish Stick, Siomay Rokked, Chikuwa Jumbo, Spicy Meat Ball, Udon. Pack 2 : Lobster Ball, Tahu Baso Ikan, Smoked Chicken Ball, Odeng. Pack 3 : Cheese-Bokki","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","French Toast Smocked Beef Cheese Sandwich+Ice Coffee Latte","43000","40000","Pembelian French Toast Smocked Beef Cheese Sandwich+Ice Coffee Latte Diskon 3.000","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","French Toast Hamburg Cheese Sandwich+Ice Coffee Latte","44000","41000","Pembelian French Toast Hamburg Cheese Sandwich+Ice Coffee Latte Gayo Diskon 3.000","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Double Smoked Beef Egg Sandwich+Coffee Latte","42000","39000","Pembelian Double Smoked Beef Eeg Sandwich+Ice Coffee Latte Diskon 3.000","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Croquette Beef Sandwich + Ice Java Mocha Latte","40000","37000","Pembelian Croquette Beef Sandwich+Ice Java Mocha Latte Diskon 3.000","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Double Smoked Beef Egg Sandwich+Ice Java Mocha Latte","42000","39000","Pembelian Double Smoked Beef Eeg Sandwich+Ice Java Mocha Latte Gayo Diskon 3.000","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Tuna Egg Sandwich+Ice Java Mocha Latte","40000","37000","Pembelian Tuna Egg Sandwich+Ice Java Mocha Latte Gayo Diskon 3.000","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Smoked Beef Cheese Sandwich+Ice Java Mocha Latte","42000","39000","Pembelian Smoked Beef Cheese Sandwich+Ice Java Mocha Latte Diskon 3.000","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","French Toast Smocked Beef Cheese Sandwich+Ice Java Mocha Latte","43000","40000","Pembelian French Toast Smocked Beef Cheese Sandwich+Ice Java Mocha Latte Diskon 3.000","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","French Toast Hamburg Cheese Sandwich+Ice Java Mocha Latte","44000","41000","Pembelian French Toast Hamburg Cheese Sandwich+Ice Java Mocha Latte Diskon 3.000","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Croquette Beef Sandwich+Ice Coffee Latte","40000","37000","Pembelian Croquette Beef Sandwich+Ice Coffee Latte Diskon 3.000","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Tuna Egg Sandwich+Ice Coffee Latte","40000","37000","Pembelian Tuna Egg Sandwich+Ice Coffee Latte Diskon 3.000","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Smoked Beef Cheese Sandwich+Ice Coffee Latte","42000","39000","Pembelian Smoked Beef Cheese Sandwich+Ice Coffee Latte Diskon 3.000","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Paket Oden1 50k","62000","50000","Item Oden : Fish Stick, Tahu Baso Ikan, Chikuwa Jumbo, Odeng. Item Rtd : Es Kopi Susu Arabica Gayo. Item Fried : Siomay Udang","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Paket Oden2 50k","62000","50000","Item Oden : Lobster Ball, Chikuwa Jumbo, Siomay Rolled, Spicy Meat Ball. Item RTD: Es Kopi Susu Arabica Gayo. Item Fried : 1pcs Siomay Udang","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Paket Korean 1","63000","50000","Item Oden : Odeng, Spicy Eomuk. Item RTD: Ice Honey Yuzu. Item Fried : 1 Tusuk Karaage Gochujang","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Paket Korean 2","63000","50000","Item Oden : Tteokbokki. Item RTD: Ice Honey Yuzu. Item Fried : 1 Tusuk Tteokkochi","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Paket Korean 3","68000","55000","Item Oden : Cheesebokki.  RTD : Ice Honey Yuzu. 	Item Fried : 1 Tusuk Gimmari","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","2 Cup Ice Caramel Vanilla Latte Fresh Milk","36000","29000","Pembelian 2 Cup Ice Caramel Vanilla Variant Fresh Milk Special Price 29.000","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","2 Cup Es Kopi Susu Pandan Fresh Milk","36000","29000","Pembelian 2 Cup Es Kopi Susu Pandan Fresh Milk Special Price Rp 29.000","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Ice Caramel Vanilla Latte+Es Kopi Susu Pandan","36000","29000","Pembelian Ice Caramel Vanilla Latte+Es Kopi Susu Pandan Special Price Rp 29.000","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Paket Oden1 100k","109000","100000","Bowl 1 : Fish Stick, Siomay Rolled, Salmon Fish Cake, Spicy Meat Ball, Udon. Bowl 2 : Lobster Ball, Cheese Dumpling, Smoked Chicken Ball, Odeng. Bowl 3 : Tteok-Bokki","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
"Lawson","Aneka nasi/Minuman/Jepang/Jajanan","Paket Oden2 100k","109000","100000","Bowl 1 : Fish Stick, Siomay Rokked, Chikuwa Jumbo, Spicy Meat Ball, Udon. Bowl 2 : Lobster Ball, Tahu Baso Ikan, Smoked Chicken Ball, Odeng. Bowl 3 : Cheese-Bokki","Kertamukti, Tanggerang, Banten","-6.3105567","106.7566117"
